JS file,View/layout using it,JS function/event,API URL,HTTP method,Controller/action,Controller parameters,JS parameters,DBConnection method,Package/procedure,Package spec exists,Package body exists,DB hardening,Status,Issue found,Recommended fix
AIS\wwwroot\js\csp\Views_Setup_para_migration.js:320,AIS\Views\Setup\para_migration.cshtml:83,saveUpdateAISEntityMapping,/ApiCalls/update_ais_entity_mapping_for_admin_panel_entity_addition,POST,ApiCalls.update_ais_entity_mapping_for_admin_panel_entity_addition,"P_ENTITY_ID, ENTITY_ID, RELATION_TYPE_ID","ENTITY_ID, P_ENTITY_ID, RELATION_TYPE_ID",UpdateAISEntityMappingForAdminPanelEntityAddition,pkg_ad.P_UPDATE_ENTITIES_MAPPING,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_processes.js:7,AIS\Views\Setup\processes.cshtml:428,getProcessChilds,/Setup/process_details,POST,Setup.process_details,ProcessId,ProcessId,GetRiskProcessDetails,pkg_ad.P_GetRiskProcessDetails,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_processes.js:34,AIS\Views\Setup\processes.cshtml:428,getProcessTransactions,/Setup/process_transactions,POST,Setup.process_transactions,"ProcessDetailId, transactionId",ProcessDetailId,GetRiskProcessTransactions,pkg_ad.P_GetRiskProcessTransactions,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_processes.js:71,AIS\Views\Setup\processes.cshtml:428,showTransactionDetail,/Setup/process_transactions,POST,Setup.process_transactions,"ProcessDetailId, transactionId",transactionId,GetRiskProcessTransactions,pkg_ad.P_GetRiskProcessTransactions,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_processes.js:107,AIS\Views\Setup\processes.cshtml:428,publishNewProcess,/Setup/process_add,POST,Setup.process_add,proc,"P_NAME, RISK_ID",AddRiskProcess,pkg_ad.P_audit_checklist,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Setup_processes.js:137,AIS\Views\Setup\processes.cshtml:428,publishNewSubProcess,/Setup/sub_process_add,POST,Setup.sub_process_add,subProc,"ENTITY_TYPE, P_ID, TITLE, option",AddRiskSubProcess,pkg_ad.P_audit_checklist_sub,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Setup_processes.js:177,AIS\Views\Setup\processes.cshtml:428,publishNewSubProcessTransaction,/Setup/sub_process_transaction_add,POST,Setup.sub_process_transaction_add,tran,"ACTION, CONTROL_OWNER, DESCRIPTION, DIV_ID, DIV_NAME, PD_ID, RISK_WEIGHTAGE, V_ID",AddRiskSubProcessTransaction,pkg_ad.P_audit_checklist_detail,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Setup_process_detail_authorize.js:17,AIS\Views\Setup\process_detail_authorize.cshtml:211; AIS\Views\Setup\DashboardPartials\_ProcessDetailAuthorize.cshtml:205,recommendReferProcTransaction,/ApiCalls/get_checklist_detail_comparison_by_Id,POST,ApiCalls.get_checklist_detail_comparison_by_Id,CHECKLIST_DETAIL_ID,CHECKLIST_DETAIL_ID,GetChecklistComparisonDetailById,pkg_ad.P_get_checklist_update_byid,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_process_detail_authorize.js:60,AIS\Views\Setup\process_detail_authorize.cshtml:211; AIS\Views\Setup\DashboardPartials\_ProcessDetailAuthorize.cshtml:205,finalRecommendProcessTransaction,/Setup/authorize_process_transaction_by_authorizer,POST,Setup.authorize_process_transaction_by_authorizer,"T_ID, COMMENTS","COMMENTS, T_ID",AuthorizeProcessTransactionByAuthorizer,pkg_ad.p_approve_checklist_By_Authorizer,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_process_detail_authorize.js:79,AIS\Views\Setup\process_detail_authorize.cshtml:211; AIS\Views\Setup\DashboardPartials\_ProcessDetailAuthorize.cshtml:205,finalRefferedBackProcessTransaction,/Setup/reffered_back_process_transaction_by_authorizer,POST,Setup.reffered_back_process_transaction_by_authorizer,"T_ID, COMMENTS","COMMENTS, T_ID",RefferedBackProcessTransactionByAuthorizer,pkg_ad.p_RefferedBack_checklist_By_Authorizer,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_process_detail_review.js:19,AIS\Views\Setup\process_detail_review.cshtml:334,recommendReferProcTransaction,/ApiCalls/get_checklist_detail_comparison_by_Id,POST,ApiCalls.get_checklist_detail_comparison_by_Id,CHECKLIST_DETAIL_ID,CHECKLIST_DETAIL_ID,GetChecklistComparisonDetailById,pkg_ad.P_get_checklist_update_byid,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_process_detail_review.js:65,AIS\Views\Setup\process_detail_review.cshtml:334,finalRecommendProcessTransaction,/ApiCalls/recommend_process_transaction_by_reviewer,POST,ApiCalls.recommend_process_transaction_by_reviewer,"T_ID, COMMENTS, PROCESS_DETAIL_ID, SUB_PROCESS_ID, HEADING, V_ID, CONTROL_ID, ROLE_ID, RISK_ID, ANNEX_CODE","ANNEX_CODE, COMMENTS, CONTROL_ID, HEADING, PROCESS_DETAIL_ID, RISK_ID, ROLE_ID, SUB_PROCESS_ID, T_ID, V_ID",RecommendProcessTransactionByReviewer,pkg_ad.P_Recommend_Checklist_By_Reviewer,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_process_detail_review.js:91,AIS\Views\Setup\process_detail_review.cshtml:334,finalRefferedBackProcessTransaction,/ApiCalls/reffered_back_process_transaction_by_reviewer,POST,ApiCalls.reffered_back_process_transaction_by_reviewer,"T_ID, COMMENTS","COMMENTS, T_ID",RefferedBackProcessTransactionByReviewer,pkg_ad.P_RefferedBack_checklist_By_Reviewer,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_ref_checklist_detail.js:15,AIS\Views\Setup\ref_checklist_detail.cshtml:263,openUpdateSubCheclist,/ApiCalls/get_checklist_detail_comparison_by_Id_for_referredBack,POST,ApiCalls.get_checklist_detail_comparison_by_Id_for_referredBack,CHECKLIST_DETAIL_ID,CHECKLIST_DETAIL_ID,GetChecklistComparisonDetailByIdForRefferedBack,pkg_ad.P_get_checklist_update_byid_ref,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_ref_checklist_detail.js:50,AIS\Views\Setup\ref_checklist_detail.cshtml:263,updateSubProcess,/ApiCalls/update_audit_checklist_detail,POST,ApiCalls.update_audit_checklist_detail,"PROCESS_DETAIL_ID, PROCESS_ID, SUB_PROCESS_ID, HEADING, V_ID, CONTROL_ID, ROLE_ID, RISK_ID, ANNEX_CODE","ANNEX_CODE, CONTROL_ID, HEADING, PROCESS_DETAIL_ID, PROCESS_ID, RISK_ID, ROLE_ID, SUB_PROCESS_ID, V_ID",UpdateAuditChecklistDetail,pkg_ad.audit_checklist_detail_update,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_ref_checklist_detail.js:78,AIS\Views\Setup\ref_checklist_detail.cshtml:263,getAuditSubChecklist,/ApiCalls/get_audit_sub_checklist,POST,ApiCalls.get_audit_sub_checklist,PROCESS_ID,PROCESS_ID,GetAuditSubChecklist,pkg_ad.p_GET_SUB_CHECKLIST_MAKER,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_ref_checklist_detail.js:107,AIS\Views\Setup\ref_checklist_detail.cshtml:263,getAuditSubChecklistForModal,/ApiCalls/get_audit_sub_checklist,POST,ApiCalls.get_audit_sub_checklist,PROCESS_ID,PROCESS_ID,GetAuditSubChecklist,pkg_ad.p_GET_SUB_CHECKLIST_MAKER,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_ref_checklist_detail.js:136,AIS\Views\Setup\ref_checklist_detail.cshtml:263,ShowSubChecklist,/ApiCalls/get_ref_audit_checklist_detail,POST,ApiCalls.get_ref_audit_checklist_detail,,,GetReferredBackAuditChecklistDetail,pkg_ad.p_GetChecklistDetail_ref,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_ref_checklist_detail.js:161,AIS\Views\Setup\ref_checklist_detail.cshtml:263,getSubChecklistForNewEntry,/ApiCalls/get_audit_sub_checklist,POST,ApiCalls.get_audit_sub_checklist,PROCESS_ID,PROCESS_ID,GetAuditSubChecklist,pkg_ad.p_GET_SUB_CHECKLIST_MAKER,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_ref_checklist_detail.js:181,AIS\Views\Setup\ref_checklist_detail.cshtml:263,getSubChecklistOfProcess,/ApiCalls/get_audit_sub_checklist,POST,ApiCalls.get_audit_sub_checklist,PROCESS_ID,PROCESS_ID,GetAuditSubChecklist,pkg_ad.p_GET_SUB_CHECKLIST_MAKER,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_checklists.js:40,AIS\Views\Setup\remove_duplicate_checklists.cshtml:456,getAuditSubChecklist,/ApiCalls/get_audit_sub_checklist,POST,ApiCalls.get_audit_sub_checklist,PROCESS_ID,PROCESS_ID,GetAuditSubChecklist,pkg_ad.p_GET_SUB_CHECKLIST_MAKER,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_checklists.js:69,AIS\Views\Setup\remove_duplicate_checklists.cshtml:456,getAuditChecklistDetail,/ApiCalls/get_audit_checklist_detail_for_remove_duplicate,POST,ApiCalls.get_audit_checklist_detail_for_remove_duplicate,SUB_PROCESS_ID,SUB_PROCESS_ID,GetAuditChecklistDetailForRemoveDuplicate,pkg_ad.p_Get_ChecklistDetail_FOR_DUPLICATE,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_checklists.js:100,AIS\Views\Setup\remove_duplicate_checklists.cshtml:456,updateProcess,/ApiCalls/update_audit_checklist,POST,ApiCalls.update_audit_checklist,"PROCESS_ID, HEADING, ACTIVE, RISK_SEQUENCE, RISK_WEIGHTAGE","ACTIVE, HEADING, PROCESS_ID",UpdateAuditChecklist,pkg_ad.P_audit_checklist_update,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_checklists.js:130,AIS\Views\Setup\remove_duplicate_checklists.cshtml:456,openUpdateSubCheclist,/ApiCalls/get_checklist_details_for_sub_process,POST,ApiCalls.get_checklist_details_for_sub_process,SUB_PROCESS_ID,SUB_PROCESS_ID,GetChecklistDetailForSubProcess,pkg_ad.p_get_checklistdetail_for_subchecklist,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_checklists.js:158,AIS\Views\Setup\remove_duplicate_checklists.cshtml:456,updateSubProcess,/ApiCalls/update_audit_sub_checklist,POST,ApiCalls.update_audit_sub_checklist,"PROCESS_ID, OLD_PROCESS_ID, SUB_PROCESS_ID, HEADING, ENTITY_TYPE_ID, RISK_SEQUENCE, RISK_WEIGHTAGE","ENTITY_TYPE_ID, HEADING, OLD_PROCESS_ID, PROCESS_ID, SUB_PROCESS_ID",UpdateAuditSubChecklist,pkg_ad.P_audit_checklist_sub_update,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_checklists.js:275,AIS\Views\Setup\remove_duplicate_checklists.cshtml:456,updateProcessDetail,/ApiCalls/update_audit_checklist_detail,POST,ApiCalls.update_audit_checklist_detail,"PROCESS_DETAIL_ID, PROCESS_ID, SUB_PROCESS_ID, HEADING, V_ID, CONTROL_ID, ROLE_ID, RISK_ID, ANNEX_CODE","ANNEX_CODE, CONTROL_ID, HEADING, PROCESS_DETAIL_ID, PROCESS_ID, RISK_ID, ROLE_ID, SUB_PROCESS_ID, V_ID",UpdateAuditChecklistDetail,pkg_ad.audit_checklist_detail_update,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_checklists.js:301,AIS\Views\Setup\remove_duplicate_checklists.cshtml:456,getSubChecklistOfProcess,/ApiCalls/get_audit_sub_checklist,POST,ApiCalls.get_audit_sub_checklist,PROCESS_ID,PROCESS_ID,GetAuditSubChecklist,pkg_ad.p_GET_SUB_CHECKLIST_MAKER,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_checklists.js:337,AIS\Views\Setup\remove_duplicate_checklists.cshtml:456,mergeDuplicate,/ApiCalls/merge_duplicate_checklists,POST,ApiCalls.merge_duplicate_checklists,"MAIN_CHECKLIST_ID, MERGE_CHECKLIST_IDs","MAIN_CHECKLIST_ID, MERGE_CHECKLIST_IDs",MergeDuplicateChecklists,pkg_ad.P_REMOVE_DUPLICATE_CHECKLIST_DETAILS,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_process.js:40,AIS\Views\Setup\remove_duplicate_process.cshtml:415,getAuditSubChecklist,/ApiCalls/get_audit_sub_checklist,POST,ApiCalls.get_audit_sub_checklist,PROCESS_ID,PROCESS_ID,GetAuditSubChecklist,pkg_ad.p_GET_SUB_CHECKLIST_MAKER,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_process.js:69,AIS\Views\Setup\remove_duplicate_process.cshtml:415,getAuditChecklistDetail,/ApiCalls/get_audit_checklist_detail_for_remove_duplicate,POST,ApiCalls.get_audit_checklist_detail_for_remove_duplicate,SUB_PROCESS_ID,SUB_PROCESS_ID,GetAuditChecklistDetailForRemoveDuplicate,pkg_ad.p_Get_ChecklistDetail_FOR_DUPLICATE,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_process.js:100,AIS\Views\Setup\remove_duplicate_process.cshtml:415,updateProcess,/ApiCalls/update_audit_checklist,POST,ApiCalls.update_audit_checklist,"PROCESS_ID, HEADING, ACTIVE, RISK_SEQUENCE, RISK_WEIGHTAGE","ACTIVE, HEADING, PROCESS_ID",UpdateAuditChecklist,pkg_ad.P_audit_checklist_update,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_process.js:130,AIS\Views\Setup\remove_duplicate_process.cshtml:415,openUpdateSubCheclist,/ApiCalls/get_checklist_details_for_sub_process,POST,ApiCalls.get_checklist_details_for_sub_process,SUB_PROCESS_ID,SUB_PROCESS_ID,GetChecklistDetailForSubProcess,pkg_ad.p_get_checklistdetail_for_subchecklist,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_process.js:158,AIS\Views\Setup\remove_duplicate_process.cshtml:415,updateSubProcess,/ApiCalls/update_audit_sub_checklist,POST,ApiCalls.update_audit_sub_checklist,"PROCESS_ID, OLD_PROCESS_ID, SUB_PROCESS_ID, HEADING, ENTITY_TYPE_ID, RISK_SEQUENCE, RISK_WEIGHTAGE","ENTITY_TYPE_ID, HEADING, OLD_PROCESS_ID, PROCESS_ID, SUB_PROCESS_ID",UpdateAuditSubChecklist,pkg_ad.P_audit_checklist_sub_update,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_process.js:275,AIS\Views\Setup\remove_duplicate_process.cshtml:415,updateProcessDetail,/ApiCalls/update_audit_checklist_detail,POST,ApiCalls.update_audit_checklist_detail,"PROCESS_DETAIL_ID, PROCESS_ID, SUB_PROCESS_ID, HEADING, V_ID, CONTROL_ID, ROLE_ID, RISK_ID, ANNEX_CODE","ANNEX_CODE, CONTROL_ID, HEADING, PROCESS_DETAIL_ID, PROCESS_ID, RISK_ID, ROLE_ID, SUB_PROCESS_ID, V_ID",UpdateAuditChecklistDetail,pkg_ad.audit_checklist_detail_update,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_process.js:301,AIS\Views\Setup\remove_duplicate_process.cshtml:415,getSubChecklistOfProcess,/ApiCalls/get_audit_sub_checklist,POST,ApiCalls.get_audit_sub_checklist,PROCESS_ID,PROCESS_ID,GetAuditSubChecklist,pkg_ad.p_GET_SUB_CHECKLIST_MAKER,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_process.js:337,AIS\Views\Setup\remove_duplicate_process.cshtml:415,mergeDuplicate,/ApiCalls/merge_duplicate_process,POST,ApiCalls.merge_duplicate_process,"MAIN_PROCESS_ID, MERGE_PROCESS_IDs","MAIN_PROCESS_ID, MERGE_PROCESS_IDs",MergeDuplicateProcesses,pkg_ad.p_merge_checklist,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_sub_process.js:27,AIS\Views\Setup\remove_duplicate_sub_process.cshtml:58,getAuditSubChecklist,/ApiCalls/get_audit_sub_checklist,POST,ApiCalls.get_audit_sub_checklist,PROCESS_ID,PROCESS_ID,GetAuditSubChecklist,pkg_ad.p_GET_SUB_CHECKLIST_MAKER,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_remove_duplicate_sub_process.js:67,AIS\Views\Setup\remove_duplicate_sub_process.cshtml:58,mergeDuplicate,/ApiCalls/merge_duplicate_sub_process,POST,ApiCalls.merge_duplicate_sub_process,"MAIN_PROCESS_ID, MAIN_SUB_PROCESS_ID, MERGE_SUB_PROCESS_IDs","MAIN_PROCESS_ID, MAIN_SUB_PROCESS_ID, MERGE_SUB_PROCESS_IDs",MergeDuplicateSubProcesses,pkg_ad.p_merge_sub_checklist,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Setup_sub_entities.js:56,AIS\Views\Setup\sub_entities.cshtml:150,publishSubEntityChanges,/Setup/add_sub_entity,POST,Setup.add_sub_entity,entity,"DEP_ID, DIV_ID, ID, NAME, STATUS",AddSubEntity,pkg_ad.P_AddSubEntity,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Setup_sub_entities.js:56,AIS\Views\Setup\sub_entities.cshtml:150,publishSubEntityChanges,/Setup/add_sub_entity,POST,Setup.add_sub_entity,entity,"DEP_ID, DIV_ID, ID, NAME, STATUS",UpdateSubEntity,pkg_ad.P_UpdateSubEntity,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Setup_sub_process_authorize.js:17,AIS\Views\Setup\sub_process_authorize.cshtml:152; AIS\Views\Setup\DashboardPartials\_SubProcessAuthorize.cshtml:146,recommendReferProcTransaction,/ApiCalls/get_sub_checklist_comparison_by_Id,POST,ApiCalls.get_sub_checklist_comparison_by_Id,SUB_PROCESS_ID,SUB_PROCESS_ID,GetSubChecklistComparisonDetailById,pkg_ad.P_get_sub_checklist_update_byid,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
